cluster_id,cluster_size,weight
3,492,0.3096286972938955
0,385,0.2422907488986784
10,208,0.13089993706733793
1,158,0.09943360604153556
4,149,0.09376966645689112
9,62,0.03901825047199497
7,44,0.027690371302706105
5,30,0.018879798615481436
6,29,0.01825047199496539
2,16,0.010069225928256766
11,11,0.006922592825676526
8,2,0.0012586532410320957
12,1,0.0006293266205160479
13,1,0.0006293266205160479
14,1,0.0006293266205160479
