cluster_id,cluster_size,weight
0,422,0.3084795321637427
3,297,0.21710526315789475
2,213,0.15570175438596492
9,185,0.13523391812865498
8,76,0.05555555555555555
13,54,0.039473684210526314
1,53,0.03874269005847953
11,46,0.033625730994152045
7,13,0.009502923976608187
5,3,0.0021929824561403508
4,2,0.0014619883040935672
10,2,0.0014619883040935672
6,1,0.0007309941520467836
12,1,0.0007309941520467836
