cluster_id,cluster_size,weight
0,418,0.495260663507109
3,119,0.14099526066350712
5,110,0.13033175355450238
4,81,0.09597156398104266
7,69,0.08175355450236967
2,24,0.02843601895734597
8,21,0.024881516587677725
1,1,0.001184834123222749
6,1,0.001184834123222749
